customer_id,sign_up_date,last_seen_at,sessions_30d,pages_viewed_30d,time_on_site_sec_30d,device_type,region,channel,age_band,is_churn
747,2023-04-23,2025-03-05,16,76,184,tablet,North,partner,25-34,0
748,2022-12-09,2023-12-14,5,9,314,mobile,East,web,18-24,0
749,2023-01-29,2024-05-24,3,8,37,mobile,East,partner,35-44,0
750,2023-02-24,2024-06-24,11,33,68,mobile,North,partner,35-44,0
751,2025-02-18,2025-05-16,12,17,361,mobile,South,app,25-34,0
752,2023-06-17,2024-02-21,0,4,256,tablet,West,app,35-44,0
753,2022-04-06,2024-07-25,11,32,129,desktop,West,partner,25-34,0
754,2022-04-17,2022-08-16,15,8,99,desktop,South,web,35-44,0
755,2022-06-24,2024-01-05,3,50,470,tablet,East,app,18-24,0
756,2024-09-17,2025-04-03,15,6,434,tablet,West,web,45-54,0
757,2024-07-24,2024-11-23,2,0,493,desktop,North,web,35-44,0
758,2022-09-10,2023-07-28,4,74,215,mobile,East,partner,25-34,1
759,2024-05-15,2024-05-21,30,9,375,tablet,North,app,18-24,0
760,2025-02-07,2025-07-04,4,22,40,tablet,South,app,25-34,1
761,2023-05-15,2023-05-18,21,6,352,desktop,South,app,18-24,0
762,2023-10-22,2024-09-30,0,2,39,tablet,East,partner,25-34,0
763,2024-06-05,2025-06-11,2,17,617,tablet,South,partner,45-54,0
764,2022-10-19,2023-10-14,13,15,106,tablet,East,app,55+,0
765,2025-03-08,2025-05-01,6,21,401,desktop,North,web,35-44,1
766,2024-11-02,2025-01-27,2,3,84,mobile,North,web,18-24,1
767,2023-09-25,2025-02-05,7,43,9,mobile,East,web,35-44,1
768,2023-06-28,2024-12-05,12,13,188,tablet,North,app,45-54,1
769,2024-07-28,2024-09-28,0,4,306,tablet,South,app,55+,1
770,2023-03-17,2024-08-18,9,24,425,mobile,East,app,45-54,0
771,2025-01-09,2025-07-25,29,36,75,desktop,West,partner,18-24,0
772,2023-04-22,2025-05-01,17,23,185,tablet,South,app,55+,1
773,2022-02-21,2025-07-21,19,89,261,mobile,West,web,18-24,0
774,2025-03-22,2025-05-18,11,3,275,tablet,East,web,55+,1
775,2022-04-27,2024-09-24,4,33,343,mobile,South,partner,35-44,1
776,2024-07-09,2025-01-08,1,90,277,mobile,North,web,35-44,1
777,2023-04-14,2025-02-16,4,25,502,desktop,West,web,25-34,0
778,2023-09-13,2023-11-28,4,18,532,tablet,East,web,25-34,1
779,2024-04-01,2024-10-18,2,21,472,tablet,West,partner,45-54,0
780,2024-11-15,2025-03-11,3,82,179,mobile,South,web,55+,1
781,2022-11-25,2023-11-08,9,89,296,tablet,West,web,35-44,0
782,2022-07-30,2022-12-11,3,9,233,tablet,East,web,25-34,0
783,2023-10-11,2025-03-22,24,6,118,tablet,South,app,18-24,1
784,2024-04-19,2024-06-21,38,8,552,tablet,West,web,25-34,0
785,2023-07-04,2025-05-16,11,0,518,tablet,West,app,25-34,1
786,2024-08-21,2025-02-22,5,1,238,mobile,East,web,35-44,0
787,2022-03-16,2023-01-26,14,18,390,desktop,South,web,18-24,1
788,2022-12-20,2023-05-12,16,28,99,desktop,East,web,18-24,0
789,2024-08-09,2025-02-20,13,50,300,tablet,East,app,18-24,1
790,2025-02-15,2025-05-07,5,90,143,mobile,East,app,45-54,1
791,2024-07-19,2025-02-11,9,14,53,tablet,East,app,25-34,1
792,2023-12-30,2025-05-19,8,1,250,tablet,North,web,18-24,0
793,2025-03-07,2025-05-19,0,21,119,desktop,West,web,35-44,1
794,2022-04-08,2025-05-26,60,4,301,tablet,East,web,45-54,1
795,2023-03-07,2024-08-13,3,5,165,desktop,West,web,55+,1
796,2022-10-03,2025-03-26,10,3,143,desktop,North,app,18-24,0
797,2024-09-15,2024-11-15,1,10,377,tablet,East,partner,55+,0
798,2024-11-04,2024-11-30,7,13,360,tablet,East,partner,25-34,0
799,2022-11-18,2025-02-22,15,14,238,mobile,South,partner,18-24,0
800,2024-09-18,2025-01-05,8,6,151,mobile,West,web,35-44,1
801,2023-09-11,2024-05-09,2,15,399,desktop,South,partner,55+,1
802,2024-02-03,2025-03-12,25,69,476,tablet,South,web,35-44,0
803,2023-04-12,2024-12-27,7,18,277,tablet,East,app,25-34,1
804,2024-03-18,2025-01-18,25,29,204,tablet,East,app,25-34,1
805,2022-03-19,2024-06-15,14,0,137,desktop,South,partner,35-44,1
806,2024-06-21,2024-09-28,3,0,463,desktop,South,web,18-24,0
807,2022-06-18,2023-08-04,9,80,138,mobile,West,web,25-34,0
808,2022-11-17,2024-08-02,16,50,55,desktop,West,app,25-34,0
809,2023-10-09,2024-05-21,1,7,533,desktop,North,web,25-34,1
810,2024-06-17,2024-09-30,14,80,475,mobile,South,app,45-54,1
811,2024-04-18,2024-07-10,12,34,172,mobile,North,app,45-54,1
812,2022-09-17,2025-08-10,8,14,65,mobile,South,partner,35-44,0
813,2024-11-24,2025-05-14,3,28,330,mobile,North,partner,55+,1
814,2023-11-25,2024-05-24,7,19,49,desktop,South,app,18-24,1
815,2022-03-19,2022-04-02,19,38,206,tablet,North,partner,45-54,1
816,2022-08-01,2023-04-01,2,76,375,desktop,North,app,18-24,0
817,2023-11-12,2023-12-02,3,1,267,tablet,South,partner,25-34,1
818,2023-01-18,2025-03-12,4,23,67,desktop,East,web,45-54,1
819,2023-12-06,2024-11-20,1,13,164,tablet,East,partner,25-34,1
820,2025-02-06,2025-05-19,19,30,96,desktop,North,partner,35-44,1
821,2023-11-30,2024-08-17,6,2,95,tablet,West,app,55+,0
822,2024-08-05,2025-04-04,23,9,126,tablet,South,app,55+,1
823,2024-05-25,2024-11-03,9,5,55,tablet,North,web,35-44,0
824,2024-10-03,2024-12-04,5,56,304,tablet,East,partner,55+,0
825,2024-02-08,2024-11-29,4,20,88,desktop,East,app,25-34,0
826,2023-10-06,2024-05-03,3,26,39,desktop,East,partner,18-24,0
827,2025-01-30,2025-05-29,23,16,336,mobile,South,partner,45-54,1
828,2022-08-02,2024-02-09,8,28,260,tablet,North,web,55+,0
829,2022-11-25,2025-05-20,2,24,119,desktop,West,app,55+,1
830,2024-11-07,2025-07-12,1,21,77,mobile,West,app,35-44,0
831,2023-11-23,2024-02-10,11,41,576,mobile,South,web,25-34,1
832,2024-02-28,2025-07-19,10,98,77,tablet,North,web,35-44,0
833,2024-01-21,2024-09-21,42,16,236,tablet,North,web,55+,1
834,2023-02-01,2023-04-15,2,69,94,tablet,East,partner,45-54,1
835,2024-12-22,2025-03-11,1,32,493,mobile,West,web,55+,1
836,2024-05-28,2025-08-07,1,27,293,tablet,North,partner,55+,0
837,2023-03-19,2024-05-24,16,23,369,tablet,North,app,18-24,0
838,2025-03-02,2025-07-17,11,0,181,desktop,South,partner,55+,0
839,2022-04-13,2024-12-05,11,0,365,tablet,North,partner,55+,0
840,2024-01-11,2025-06-26,0,11,256,mobile,West,partner,45-54,0
841,2022-03-14,2024-12-09,5,7,60,tablet,South,web,55+,1
842,2024-09-04,2025-05-07,19,31,354,desktop,North,web,35-44,0
843,2022-06-24,2022-08-31,4,61,89,tablet,North,app,25-34,1
844,2024-07-22,2025-01-06,17,18,416,mobile,East,web,18-24,0
845,2023-03-11,2025-08-06,4,1,370,tablet,South,app,35-44,0
846,2023-01-19,2023-09-13,2,49,137,mobile,South,app,18-24,0
847,2022-07-10,2024-01-11,16,47,611,tablet,South,partner,18-24,1
848,2025-02-19,2025-03-19,3,3,78,tablet,East,web,35-44,1
849,2022-07-11,2024-09-25,10,12,439,tablet,East,partner,18-24,1
850,2024-08-17,2024-11-24,17,45,177,desktop,North,web,35-44,1
851,2023-12-25,2024-03-11,0,45,299,tablet,East,partner,45-54,0
852,2022-04-20,2023-12-18,4,4,365,mobile,East,web,35-44,1
853,2023-11-01,2024-01-15,7,42,121,tablet,East,partner,18-24,1
854,2023-09-05,2024-06-29,1,20,170,mobile,South,app,35-44,0
855,2023-11-30,2024-07-28,8,53,418,mobile,West,web,55+,0
856,2024-10-04,2025-07-12,9,17,283,desktop,North,web,45-54,1
857,2022-06-03,2022-07-24,4,29,395,mobile,North,app,25-34,0
858,2022-10-19,2023-11-09,2,16,253,mobile,East,partner,45-54,1
859,2024-09-21,2024-11-15,10,42,212,mobile,East,partner,35-44,1
860,2023-06-20,2025-06-07,16,21,243,desktop,North,web,35-44,0
861,2022-10-01,2025-04-04,0,73,685,mobile,West,partner,45-54,1
862,2022-12-05,2023-04-14,0,21,94,mobile,North,web,25-34,1
863,2024-07-29,2025-01-26,3,110,133,tablet,West,app,25-34,0
864,2024-04-04,2024-09-25,3,41,154,tablet,West,app,25-34,0
865,2025-03-29,2025-08-15,3,6,97,tablet,North,app,35-44,1
866,2025-03-31,2025-06-11,5,17,235,tablet,South,app,25-34,0
867,2022-10-05,2025-04-11,15,26,103,tablet,North,web,25-34,0
868,2024-04-29,2024-05-23,0,6,128,desktop,West,app,55+,1
869,2022-12-07,2024-10-05,0,29,128,desktop,West,app,35-44,1
870,2023-07-29,2025-08-07,16,2,241,mobile,East,partner,45-54,0
871,2024-05-30,2024-09-06,9,17,120,desktop,South,web,25-34,1
872,2025-02-08,2025-06-04,6,1,484,desktop,North,partner,25-34,0
873,2023-01-29,2024-09-04,52,59,650,tablet,South,app,45-54,0
874,2024-12-19,2025-05-25,28,11,385,desktop,North,partner,35-44,0
875,2023-03-14,2024-08-31,24,31,163,desktop,South,partner,18-24,1
876,2022-03-17,2023-08-23,7,18,100,tablet,North,web,45-54,1
877,2022-10-22,2023-10-19,16,47,598,tablet,North,app,35-44,1
878,2023-09-28,2025-06-04,22,61,61,mobile,South,partner,18-24,0
879,2022-07-19,2023-09-01,16,39,24,desktop,East,partner,35-44,1
880,2024-01-12,2024-05-23,8,1,226,tablet,South,app,55+,0
881,2023-08-27,2025-07-27,7,46,27,tablet,West,app,18-24,0
882,2025-01-04,2025-04-18,11,41,267,tablet,East,partner,35-44,1
883,2024-03-19,2024-08-30,9,2,208,desktop,East,web,25-34,1
884,2023-01-27,2024-03-28,2,3,23,desktop,South,web,25-34,0
885,2024-02-08,2024-07-27,8,5,160,mobile,West,app,45-54,0
886,2022-11-14,2024-02-15,4,36,319,desktop,East,web,55+,0
887,2022-12-15,2025-03-05,1,26,164,mobile,South,app,35-44,0
888,2022-09-14,2024-08-20,0,6,442,desktop,East,web,25-34,0
889,2022-05-04,2025-02-28,5,123,345,tablet,North,partner,25-34,0
890,2024-08-29,2025-02-13,2,8,258,desktop,East,app,35-44,1
891,2023-03-30,2024-01-10,24,36,255,tablet,West,partner,18-24,1
892,2023-09-06,2024-05-26,10,10,122,desktop,East,web,35-44,1
893,2022-10-27,2024-11-24,10,10,363,desktop,North,web,35-44,1
894,2023-12-28,2024-12-05,1,10,183,mobile,North,web,18-24,0
895,2025-01-13,2025-03-03,5,106,96,desktop,West,web,55+,0
896,2022-03-15,2023-05-03,12,2,48,desktop,North,web,25-34,0
897,2022-04-08,2022-10-04,1,43,248,tablet,North,web,55+,1
898,2023-08-21,2025-05-01,35,11,380,mobile,North,web,55+,0
899,2023-11-01,2024-09-21,15,64,195,desktop,South,web,25-34,0
900,2022-02-01,2022-09-27,22,18,32,desktop,North,partner,35-44,0
901,2024-09-06,2025-04-09,1,29,268,mobile,South,app,35-44,1
902,2022-07-24,2025-06-17,9,13,473,tablet,North,partner,45-54,0
903,2024-12-18,2025-02-10,8,1,204,desktop,East,web,18-24,0
904,2024-06-17,2025-06-07,0,11,560,desktop,North,web,55+,1
905,2022-09-02,2022-12-16,2,7,223,desktop,West,partner,45-54,0
906,2025-04-05,2025-06-23,1,14,192,desktop,West,web,18-24,0
907,2023-02-10,2023-06-09,1,46,189,desktop,East,web,45-54,1
908,2024-04-11,2024-09-24,10,64,45,tablet,East,web,18-24,0
909,2023-08-26,2024-09-20,1,26,42,mobile,South,web,25-34,1
910,2023-11-20,2024-05-05,16,17,557,tablet,North,app,35-44,1
911,2024-02-13,2024-05-06,1,6,435,desktop,East,partner,55+,0
912,2024-04-26,2024-10-18,1,59,46,tablet,South,partner,55+,1
913,2022-08-22,2025-07-06,11,24,150,tablet,East,web,55+,0
914,2022-04-03,2022-05-23,6,22,401,desktop,West,web,35-44,1
915,2023-05-02,2024-11-22,14,54,241,tablet,West,partner,35-44,1
916,2022-06-03,2022-12-26,7,24,116,desktop,East,web,35-44,0
917,2022-06-22,2023-08-28,4,32,282,mobile,West,web,35-44,0
918,2023-09-25,2024-02-03,26,58,117,mobile,South,app,18-24,0
919,2025-03-09,2025-06-02,8,5,397,mobile,South,web,18-24,0
920,2022-05-19,2024-10-23,1,48,317,tablet,South,partner,25-34,0
921,2023-06-16,2024-04-23,6,36,431,desktop,East,partner,25-34,0
922,2024-09-21,2025-03-06,3,19,56,mobile,South,partner,18-24,0
923,2022-10-21,2025-06-04,9,44,191,desktop,South,app,45-54,0
924,2022-01-05,2022-03-31,36,35,177,mobile,East,app,45-54,0
925,2024-06-02,2025-02-16,7,5,226,mobile,East,web,18-24,0
926,2024-01-08,2025-04-08,26,24,221,tablet,North,web,45-54,1
927,2023-07-04,2024-09-12,7,13,581,tablet,East,web,25-34,0
928,2023-11-08,2024-12-31,11,0,207,tablet,West,app,45-54,0
929,2023-09-09,2025-03-17,0,83,426,tablet,South,web,35-44,0
930,2023-05-14,2025-03-05,6,37,839,mobile,East,partner,45-54,0
931,2022-12-03,2025-06-22,6,4,377,mobile,South,app,25-34,0
932,2024-10-13,2025-03-23,19,2,395,desktop,West,partner,35-44,0
933,2022-03-14,2024-03-22,12,39,279,desktop,West,web,55+,0
934,2023-08-15,2024-03-13,21,29,200,mobile,West,app,25-34,1
935,2022-11-07,2025-02-05,1,31,840,desktop,East,web,35-44,0
936,2022-10-22,2024-07-01,2,60,133,mobile,West,web,25-34,0
937,2024-06-29,2025-05-22,8,14,271,desktop,West,web,55+,0
938,2024-09-29,2025-05-16,2,59,244,mobile,South,partner,35-44,0
939,2023-04-01,2024-11-29,2,44,144,mobile,West,web,45-54,1
940,2024-09-03,2024-11-24,13,10,528,mobile,East,partner,18-24,0
941,2023-09-13,2024-09-07,3,4,73,mobile,South,web,25-34,0
942,2025-03-18,2025-08-12,1,1,252,desktop,South,partner,35-44,0
943,2024-07-15,2024-11-04,3,22,332,mobile,South,app,45-54,1
944,2023-02-21,2023-05-02,18,11,62,mobile,West,app,45-54,1
945,2023-06-13,2023-09-19,6,27,173,desktop,North,partner,25-34,0
946,2023-02-23,2025-05-03,7,91,75,mobile,North,web,25-34,1
947,2024-06-25,2025-01-18,4,35,233,tablet,South,partner,45-54,0
948,2022-06-27,2024-12-26,6,32,416,tablet,North,partner,18-24,0
949,2023-02-03,2024-11-01,0,8,125,mobile,East,web,18-24,0
950,2024-03-11,2024-09-15,2,5,291,mobile,West,web,55+,0
951,2023-03-23,2023-05-07,19,54,114,desktop,North,web,25-34,0
952,2023-08-27,2024-02-20,11,5,209,tablet,South,partner,55+,1
953,2025-02-08,2025-05-04,23,101,197,tablet,North,partner,35-44,1
954,2023-05-13,2024-08-02,25,133,146,desktop,North,app,25-34,0
955,2022-03-11,2023-03-03,11,7,255,mobile,North,app,25-34,0
956,2022-09-25,2023-04-10,2,44,58,mobile,East,app,18-24,0
957,2024-11-07,2024-12-20,8,22,188,mobile,South,partner,18-24,1
958,2024-09-26,2025-02-16,4,7,443,desktop,East,app,18-24,0
959,2024-01-30,2024-12-29,8,4,28,desktop,North,partner,45-54,0
960,2023-07-09,2024-09-21,11,17,236,tablet,East,partner,35-44,0
961,2024-01-07,2025-08-03,3,69,382,tablet,West,partner,35-44,0
962,2023-09-25,2025-02-18,9,55,66,desktop,West,app,55+,0
963,2024-03-23,2025-03-29,13,45,310,desktop,West,web,45-54,1
964,2023-05-27,2025-02-02,1,15,322,desktop,West,web,18-24,1
965,2023-05-27,2024-06-08,22,6,270,mobile,East,partner,55+,0
966,2024-03-10,2025-08-14,12,69,98,tablet,West,web,25-34,0
967,2024-03-15,2025-04-17,1,44,72,tablet,North,web,55+,0
968,2022-11-06,2023-09-16,22,25,497,mobile,North,app,55+,1
969,2023-10-21,2024-08-02,15,14,125,desktop,West,partner,35-44,0
970,2023-03-02,2024-10-14,3,14,300,desktop,North,app,45-54,0
971,2024-04-22,2025-04-22,15,23,142,tablet,East,partner,55+,0
972,2022-12-19,2023-01-30,2,5,686,desktop,South,partner,45-54,1
973,2022-03-13,2022-05-22,1,28,265,desktop,North,app,55+,0
974,2022-08-21,2023-01-11,18,18,749,desktop,East,web,55+,0
975,2022-06-15,2022-12-25,11,1,369,tablet,South,partner,35-44,1
976,2023-12-01,2025-04-05,18,7,82,desktop,West,partner,35-44,0
977,2022-02-17,2024-02-14,3,12,99,tablet,West,partner,25-34,0
978,2022-02-16,2022-10-18,11,3,24,mobile,North,partner,35-44,1
979,2024-11-19,2024-12-05,60,62,415,tablet,South,partner,25-34,0
980,2024-03-19,2025-02-13,2,3,241,desktop,South,partner,25-34,0
981,2023-03-14,2024-09-04,2,5,276,mobile,West,web,18-24,1
982,2023-04-25,2024-11-13,3,18,213,desktop,West,app,45-54,1
983,2022-02-04,2022-12-24,1,10,268,mobile,West,web,35-44,0
984,2022-02-05,2023-04-11,1,6,224,desktop,North,app,35-44,1
985,2024-08-26,2025-05-26,0,78,14,tablet,East,app,18-24,1
986,2022-04-13,2023-03-28,27,62,109,desktop,West,app,45-54,1
987,2022-05-26,2025-07-31,6,28,225,tablet,North,app,45-54,0
988,2024-04-14,2024-07-16,23,31,209,tablet,South,partner,25-34,0
989,2023-11-23,2024-01-11,5,5,73,mobile,South,app,45-54,0
990,2022-06-21,2023-04-13,10,5,356,tablet,South,partner,35-44,0
991,2022-03-11,2025-06-22,5,59,603,tablet,East,app,35-44,0
992,2022-02-08,2023-02-20,0,11,73,mobile,South,web,55+,1
993,2025-02-25,2025-03-15,13,117,163,desktop,North,partner,25-34,0
994,2023-05-06,2023-12-29,9,32,163,desktop,East,app,35-44,0
995,2024-12-11,2025-06-18,15,33,186,mobile,East,app,18-24,1
996,2022-01-30,2022-02-16,8,7,101,tablet,West,web,25-34,1
997,2024-04-28,2025-08-12,3,21,104,mobile,West,app,55+,0
998,2022-09-05,2022-11-08,7,47,26,desktop,North,partner,45-54,0
999,2023-05-11,2024-06-22,1,86,145,desktop,East,web,35-44,1
1000,2024-07-17,2025-05-14,34,76,118,desktop,West,partner,55+,1
1001,2022-11-27,2023-03-01,0,36,261,desktop,East,web,45-54,1
1002,2023-03-14,2024-02-15,1,19,511,tablet,South,partner,25-34,0
1003,2025-01-26,2025-06-10,3,59,244,tablet,East,web,25-34,1
1004,2025-02-21,2025-06-29,25,10,464,desktop,North,web,45-54,1
1005,2023-02-12,2023-04-03,3,25,99,desktop,West,partner,45-54,1
1006,2024-05-18,2025-05-27,6,47,305,desktop,North,web,55+,0
1007,2022-11-23,2024-06-01,0,95,155,tablet,West,app,45-54,1
1008,2024-05-22,2025-05-08,1,140,291,desktop,West,web,18-24,1
1009,2022-02-09,2023-03-02,6,76,114,desktop,West,app,25-34,0
1010,2022-01-14,2023-09-20,23,39,124,tablet,North,partner,25-34,0
1011,2022-03-11,2024-01-09,10,80,488,tablet,South,app,55+,0
1012,2022-04-08,2025-03-04,12,3,193,mobile,East,partner,35-44,1
1013,2023-09-13,2025-03-27,14,12,372,desktop,West,web,18-24,0
1014,2024-06-02,2025-03-10,8,27,201,mobile,North,partner,18-24,0
1015,2024-08-10,2024-11-06,0,22,132,mobile,West,web,25-34,1
1016,2024-07-30,2025-02-19,9,52,110,tablet,West,web,25-34,1
1017,2023-03-10,2023-12-18,4,1,787,tablet,East,app,18-24,0
1018,2023-02-20,2025-02-22,3,24,301,tablet,West,partner,25-34,0
1019,2023-01-27,2024-03-08,22,48,283,desktop,North,partner,25-34,0
1020,2023-04-24,2025-05-24,11,69,75,desktop,East,web,55+,0
1021,2024-10-01,2024-11-11,16,1,140,mobile,South,partner,35-44,0
1022,2024-01-10,2024-08-05,12,21,115,tablet,East,web,35-44,0
1023,2023-08-29,2024-02-23,22,6,141,desktop,East,partner,35-44,0
1024,2024-12-10,2024-12-12,18,32,416,tablet,West,partner,45-54,0
1025,2023-10-13,2024-05-14,3,13,131,tablet,North,app,35-44,1
1026,2024-08-15,2024-09-19,0,13,153,mobile,West,app,55+,0
1027,2022-11-29,2023-10-13,7,2,300,desktop,East,web,25-34,0
1028,2022-07-06,2022-09-01,18,15,198,mobile,South,partner,35-44,1
1029,2024-09-14,2024-09-23,14,90,133,desktop,West,partner,55+,0
1030,2023-02-11,2024-02-23,1,7,185,mobile,East,app,25-34,1
1031,2023-11-14,2025-05-28,22,41,109,desktop,North,partner,35-44,0
1032,2023-08-21,2024-04-14,6,37,180,mobile,North,app,55+,0
1033,2022-04-02,2023-11-03,6,21,771,desktop,North,app,25-34,1
1034,2022-08-05,2024-11-27,17,39,123,desktop,East,web,25-34,0
1035,2023-07-13,2024-05-17,15,17,334,tablet,West,app,45-54,1
1036,2022-03-11,2025-01-13,0,6,59,mobile,South,web,25-34,1
1037,2023-02-08,2023-02-19,3,4,204,desktop,North,web,25-34,1
1038,2022-06-02,2024-06-08,2,22,169,mobile,West,web,18-24,0
1039,2022-07-27,2022-10-18,37,18,400,tablet,South,app,25-34,0
1040,2023-12-05,2025-05-23,7,113,205,tablet,East,web,55+,0
1041,2024-02-28,2024-04-29,32,15,533,mobile,South,partner,25-34,1
1042,2023-10-22,2024-04-24,3,8,167,tablet,North,app,18-24,0
1043,2022-03-03,2024-10-01,0,45,89,mobile,North,web,45-54,0
1044,2022-04-25,2024-10-10,11,19,460,mobile,East,partner,45-54,0
1045,2023-12-02,2024-08-11,4,13,210,tablet,West,web,18-24,1
1046,2022-08-14,2024-07-24,15,5,183,tablet,South,web,25-34,1
1047,2024-01-15,2025-06-02,4,5,877,desktop,East,web,55+,0
1048,2022-10-27,2025-07-16,1,45,160,desktop,South,app,35-44,1
1049,2022-08-07,2025-05-03,17,42,434,desktop,South,web,25-34,0
1050,2025-04-08,2025-07-26,9,11,310,desktop,North,app,45-54,1
1051,2024-01-10,2024-06-15,31,7,269,mobile,East,web,55+,1
1052,2024-05-28,2025-05-17,1,61,113,tablet,North,web,45-54,1
1053,2022-02-17,2025-07-10,11,111,201,mobile,South,app,35-44,0
1054,2022-10-30,2024-12-04,4,96,335,tablet,West,web,18-24,1
1055,2022-03-08,2024-07-16,11,38,139,desktop,North,partner,25-34,0
1056,2023-07-11,2024-06-17,9,93,414,tablet,North,app,45-54,0
1057,2024-02-29,2024-06-06,5,38,224,desktop,North,app,18-24,0
1058,2023-11-28,2024-04-20,3,36,219,mobile,West,app,35-44,1
1059,2022-07-07,2024-10-29,22,45,228,tablet,North,web,25-34,0
1060,2024-09-19,2024-09-27,2,3,179,desktop,East,web,55+,1
1061,2024-08-31,2024-11-14,20,32,521,desktop,North,partner,55+,0
1062,2023-12-18,2025-04-28,1,112,728,mobile,North,app,25-34,0
1063,2023-11-23,2024-11-02,18,14,159,mobile,East,web,25-34,1
1064,2023-12-25,2024-07-17,21,10,503,desktop,East,app,45-54,1
1065,2022-12-06,2024-03-13,16,29,239,mobile,East,partner,35-44,1
1066,2023-05-14,2024-07-15,3,30,292,mobile,North,app,18-24,0
1067,2023-11-28,2025-06-26,2,0,9,tablet,West,web,55+,0
1068,2023-09-19,2023-12-08,6,15,106,mobile,South,partner,45-54,1
1069,2023-08-22,2025-03-24,0,50,435,desktop,North,web,18-24,0
1070,2023-02-04,2025-03-02,2,0,284,tablet,North,app,25-34,0
1071,2022-11-07,2024-03-18,5,0,248,desktop,East,web,35-44,0
1072,2023-09-23,2025-05-21,18,28,327,tablet,South,app,25-34,0
1073,2022-05-05,2025-08-06,0,1,184,tablet,North,app,18-24,1
1074,2023-09-10,2024-05-05,25,31,351,tablet,West,app,25-34,1
1075,2023-11-25,2023-12-09,15,52,192,desktop,North,web,25-34,1
1076,2023-03-22,2023-10-01,11,26,112,mobile,South,app,35-44,1
1077,2024-02-27,2024-11-10,28,43,63,tablet,North,app,45-54,0
1078,2024-01-03,2025-06-02,0,3,163,mobile,South,partner,55+,0
1079,2023-09-13,2024-04-08,3,32,247,mobile,East,app,25-34,0
1080,2023-05-09,2023-11-17,3,7,546,desktop,West,partner,25-34,1
1081,2024-01-02,2024-09-29,7,4,38,mobile,South,partner,55+,1
1082,2023-01-01,2025-07-07,18,0,194,tablet,South,web,18-24,0
1083,2024-01-13,2025-02-18,6,30,157,mobile,North,app,55+,1
1084,2023-04-16,2024-06-16,0,48,209,mobile,South,web,25-34,0
1085,2022-03-18,2023-12-11,20,3,258,mobile,East,web,45-54,1
1086,2022-07-05,2024-03-13,6,1,61,desktop,North,app,55+,1
1087,2022-06-17,2023-05-01,3,10,144,mobile,North,partner,55+,1
1088,2024-05-12,2025-06-07,13,42,266,mobile,South,web,55+,0
1089,2024-02-03,2024-07-21,15,0,148,tablet,North,web,18-24,0
1090,2023-09-21,2023-11-03,0,34,285,tablet,East,web,18-24,0
1091,2024-07-26,2024-10-05,1,6,168,mobile,South,app,35-44,0
1092,2023-03-05,2024-06-14,9,6,698,mobile,West,partner,25-34,0
1093,2023-02-19,2025-06-16,12,15,221,mobile,East,app,45-54,1
1094,2024-07-01,2024-08-31,1,57,346,mobile,North,web,25-34,0
1095,2024-04-09,2024-08-13,10,195,90,tablet,South,web,35-44,0
1096,2023-05-06,2023-05-11,14,13,356,mobile,South,web,25-34,1
1097,2024-06-07,2025-02-25,17,23,314,tablet,East,partner,18-24,1
1098,2024-04-27,2025-04-19,12,5,283,mobile,West,web,45-54,0
1099,2024-04-11,2025-04-02,11,53,269,tablet,East,web,55+,1
1100,2024-01-05,2024-06-21,2,27,207,tablet,North,web,18-24,0
1101,2022-03-17,2024-10-14,31,51,133,desktop,West,web,35-44,0
1102,2023-06-09,2025-07-14,1,23,410,tablet,South,app,45-54,0
1103,2023-01-26,2025-06-28,5,2,126,mobile,East,partner,35-44,0
1104,2024-06-13,2025-03-05,0,61,853,mobile,West,partner,55+,1
1105,2024-08-02,2024-10-01,6,20,298,mobile,West,app,55+,0
1106,2024-11-08,2024-11-29,3,10,144,desktop,North,web,35-44,0
1107,2023-08-27,2024-03-02,36,7,160,mobile,South,web,55+,1
1108,2023-06-08,2025-06-30,9,66,401,desktop,South,app,55+,0
1109,2022-09-26,2023-02-09,5,16,333,tablet,North,app,45-54,0
1110,2024-01-31,2025-05-12,8,16,116,tablet,East,app,45-54,1
1111,2024-08-27,2025-04-01,13,37,304,mobile,South,partner,35-44,0
1112,2023-02-28,2025-06-11,7,2,146,tablet,West,app,18-24,0
1113,2024-05-24,2024-09-24,1,46,54,desktop,West,partner,18-24,1
1114,2022-12-10,2024-11-18,10,0,271,mobile,West,app,45-54,0
1115,2024-03-11,2024-03-25,3,12,92,tablet,East,app,25-34,0
1116,2024-10-28,2025-05-17,22,8,130,desktop,South,web,35-44,1
1117,2023-05-14,2023-11-25,49,19,161,desktop,West,partner,18-24,0
1118,2023-06-21,2024-07-23,21,33,231,desktop,East,web,35-44,1
1119,2022-09-18,2023-10-21,4,89,223,mobile,West,app,55+,0
1120,2025-03-29,2025-07-30,6,3,731,mobile,North,web,18-24,0
1121,2022-03-31,2024-09-05,0,14,316,desktop,South,app,35-44,1
1122,2024-12-04,2025-02-06,2,24,423,desktop,South,app,25-34,0
1123,2024-10-20,2025-03-06,8,7,346,mobile,East,partner,45-54,0
1124,2023-06-22,2024-04-12,3,7,245,desktop,West,app,55+,1
1125,2024-05-16,2025-03-18,26,0,216,tablet,South,web,45-54,0
1126,2023-07-12,2024-02-27,5,64,270,tablet,North,web,25-34,1
1127,2025-03-03,2025-07-14,16,37,221,mobile,South,app,55+,0
1128,2025-03-10,2025-04-20,9,31,145,tablet,East,partner,35-44,0
